index,geometry,인구수,건물수,공시지가,교통혼잡도,주차구획수,불법주정차,행정동명
1698,"POLYGON ((14154460.15896217 4275740.16761297, 14154560.15896217 4275740.16761297, 14154560.15896217 4275640.16761297, 14154460.15896217 4275640.16761297, 14154460.15896217 4275740.16761297))",57.0,40.0,1315381.39,0.7358844544913219,,,풍남동
1699,"POLYGON ((14154460.15896217 4275640.16761297, 14154560.15896217 4275640.16761297, 14154560.15896217 4275540.16761297, 14154460.15896217 4275540.16761297, 14154460.15896217 4275640.16761297))",46.0,39.0,2200516.55,0.7358844544913219,,,풍남동
1700,"POLYGON ((14154460.15896217 4274740.16761297, 14154560.15896217 4274740.16761297, 14154560.15896217 4274640.16761297, 14154460.15896217 4274640.16761297, 14154460.15896217 4274740.16761297))",43.0,35.0,1811123.67,0.7358844544913219,,,풍남동
1701,"POLYGON ((14154460.15896217 4274640.16761297, 14154560.15896217 4274640.16761297, 14154560.15896217 4274540.16761297, 14154460.15896217 4274540.16761297, 14154460.15896217 4274640.16761297))",43.0,26.0,1254718.55,0.7358844544913219,,,동서학동
1702,"POLYGON ((14154460.15896217 4275140.16761297, 14154560.15896217 4275140.16761297, 14154560.15896217 4275040.16761297, 14154460.15896217 4275040.16761297, 14154460.15896217 4275140.16761297))",34.0,28.0,4915857.55,0.7358844544913219,,,풍남동
1703,"POLYGON ((14154460.15896217 4275040.16761297, 14154560.15896217 4275040.16761297, 14154560.15896217 4274940.16761297, 14154460.15896217 4274940.16761297, 14154460.15896217 4275040.16761297))",41.0,35.0,3663221.66,0.7358844544913219,,,풍남동
1704,"POLYGON ((14154460.15896217 4274940.16761297, 14154560.15896217 4274940.16761297, 14154560.15896217 4274840.16761297, 14154460.15896217 4274840.16761297, 14154460.15896217 4274940.16761297))",41.0,35.0,2503455.46,0.7358844544913219,,,풍남동
1705,"POLYGON ((14154460.15896217 4274840.16761297, 14154560.15896217 4274840.16761297, 14154560.15896217 4274740.16761297, 14154460.15896217 4274740.16761297, 14154460.15896217 4274840.16761297))",37.0,35.0,1811123.67,0.7358844544913219,,,풍남동
1706,"POLYGON ((14154560.15896217 4275440.16761297, 14154660.15896217 4275440.16761297, 14154660.15896217 4275340.16761297, 14154560.15896217 4275340.16761297, 14154560.15896217 4275440.16761297))",30.0,34.0,2515467.5,0.7358844544913219,,,풍남동
1707,"POLYGON ((14154560.15896217 4275340.16761297, 14154660.15896217 4275340.16761297, 14154660.15896217 4275240.16761297, 14154560.15896217 4275240.16761297, 14154560.15896217 4275340.16761297))",30.0,34.0,2515467.5,0.7358844544913219,,,풍남동
1708,"POLYGON ((14154560.15896217 4275240.16761297, 14154660.15896217 4275240.16761297, 14154660.15896217 4275140.16761297, 14154560.15896217 4275140.16761297, 14154560.15896217 4275240.16761297))",30.0,34.0,4664511.25,0.7358844544913219,,,풍남동
1709,"POLYGON ((14154560.15896217 4275140.16761297, 14154660.15896217 4275140.16761297, 14154660.15896217 4275040.16761297, 14154560.15896217 4275040.16761297, 14154560.15896217 4275140.16761297))",28.0,23.0,4664511.25,0.7358844544913219,,,풍남동
1710,"POLYGON ((14154560.15896217 4275840.16761297, 14154660.15896217 4275840.16761297, 14154660.15896217 4275740.16761297, 14154560.15896217 4275740.16761297, 14154560.15896217 4275840.16761297))",57.0,40.0,1009083.76,0.7358844544913219,,,노송동
1711,"POLYGON ((14154560.15896217 4275740.16761297, 14154660.15896217 4275740.16761297, 14154660.15896217 4275640.16761297, 14154560.15896217 4275640.16761297, 14154560.15896217 4275740.16761297))",57.0,40.0,1009083.76,0.7358844544913219,173.0,,노송동
1712,"POLYGON ((14154560.15896217 4275640.16761297, 14154660.15896217 4275640.16761297, 14154660.15896217 4275540.16761297, 14154560.15896217 4275540.16761297, 14154560.15896217 4275640.16761297))",45.0,39.0,2009130.08,0.7358844544913219,,,노송동
1713,"POLYGON ((14154560.15896217 4275540.16761297, 14154660.15896217 4275540.16761297, 14154660.15896217 4275440.16761297, 14154560.15896217 4275440.16761297, 14154560.15896217 4275540.16761297))",45.0,39.0,2402639.88,0.7358844544913219,,,풍남동
1714,"POLYGON ((14154560.15896217 4274640.16761297, 14154660.15896217 4274640.16761297, 14154660.15896217 4274540.16761297, 14154560.15896217 4274540.16761297, 14154560.15896217 4274640.16761297))",15.0,20.0,1170150.74,0.7358844544913219,,,동서학동
1715,"POLYGON ((14154560.15896217 4275040.16761297, 14154660.15896217 4275040.16761297, 14154660.15896217 4274940.16761297, 14154560.15896217 4274940.16761297, 14154560.15896217 4275040.16761297))",41.0,35.0,3663221.66,0.7358844544913219,,,풍남동
1716,"POLYGON ((14154560.15896217 4274940.16761297, 14154660.15896217 4274940.16761297, 14154660.15896217 4274840.16761297, 14154560.15896217 4274840.16761297, 14154560.15896217 4274940.16761297))",41.0,35.0,2503455.46,0.7358844544913219,,,풍남동
1717,"POLYGON ((14154560.15896217 4274840.16761297, 14154660.15896217 4274840.16761297, 14154660.15896217 4274740.16761297, 14154560.15896217 4274740.16761297, 14154560.15896217 4274840.16761297))",35.0,35.0,1811123.67,0.7358844544913219,,,풍남동
1718,"POLYGON ((14154560.15896217 4274740.16761297, 14154660.15896217 4274740.16761297, 14154660.15896217 4274640.16761297, 14154560.15896217 4274640.16761297, 14154560.15896217 4274740.16761297))",35.0,35.0,1811123.67,0.7358844544913219,,,풍남동
1719,"POLYGON ((14149360.15896217 4277840.16761297, 14149460.15896217 4277840.16761297, 14149460.15896217 4277740.16761297, 14149360.15896217 4277740.16761297, 14149360.15896217 4277840.16761297))",0.0,0.0,2550.0,0.6670403665584625,,,서신동
1720,"POLYGON ((14149360.15896217 4277740.16761297, 14149460.15896217 4277740.16761297, 14149460.15896217 4277640.16761297, 14149360.15896217 4277640.16761297, 14149360.15896217 4277740.16761297))",0.0,0.0,2550.0,0.6670403665584625,,,서신동
1721,"POLYGON ((14149360.15896217 4277640.16761297, 14149460.15896217 4277640.16761297, 14149460.15896217 4277540.16761297, 14149360.15896217 4277540.16761297, 14149360.15896217 4277640.16761297))",0.0,0.0,2550.0,0.6670403665584625,,,서신동
1722,"POLYGON ((14149360.15896217 4277540.16761297, 14149460.15896217 4277540.16761297, 14149460.15896217 4277440.16761297, 14149360.15896217 4277440.16761297, 14149360.15896217 4277540.16761297))",0.0,0.0,0.0,0.6670403665584625,,,서신동
1723,"POLYGON ((14154560.15896217 4276040.16761297, 14154660.15896217 4276040.16761297, 14154660.15896217 4275940.16761297, 14154560.15896217 4275940.16761297, 14154560.15896217 4276040.16761297))",13.0,13.0,1011519.12,0.7358844544913219,,,노송동
1724,"POLYGON ((14154560.15896217 4275940.16761297, 14154660.15896217 4275940.16761297, 14154660.15896217 4275840.16761297, 14154560.15896217 4275840.16761297, 14154560.15896217 4275940.16761297))",57.0,40.0,1011519.12,0.7358844544913219,,,노송동
1725,"POLYGON ((14154660.15896217 4277340.16761297, 14154760.15896217 4277340.16761297, 14154760.15896217 4277240.16761297, 14154660.15896217 4277240.16761297, 14154660.15896217 4277340.16761297))",120.0,29.0,480119.02,0.7484717607092091,,,인후1동
1726,"POLYGON ((14154660.15896217 4277240.16761297, 14154760.15896217 4277240.16761297, 14154760.15896217 4277140.16761297, 14154660.15896217 4277140.16761297, 14154660.15896217 4277240.16761297))",93.0,29.0,480119.02,0.7484717607092091,,,노송동
1727,"POLYGON ((14154660.15896217 4277140.16761297, 14154760.15896217 4277140.16761297, 14154760.15896217 4277040.16761297, 14154660.15896217 4277040.16761297, 14154660.15896217 4277140.16761297))",195.0,18.0,564829.63,0.7484717607092091,,,노송동
